"","trials","target","mean_acc","mean_dist","network","type"
"8703",3620000,15,1,0,"convolutional","train"
"8704",3620000,16,1,0,"convolutional","train"
"8705",3620000,17,1,0,"convolutional","train"
"8706",3620000,18,1,0,"convolutional","train"
"8707",3620000,19,1,0,"convolutional","train"
"8708",3620000,20,1,0,"convolutional","train"
"8709",3620000,21,1,0,"convolutional","train"
"8710",3620000,22,1,0,"convolutional","train"
"8711",3620000,23,1,0,"convolutional","train"
"8712",3620000,24,1,0,"convolutional","train"
"8713",3630000,1,1,0,"convolutional","train"
"8714",3630000,2,1,0,"convolutional","train"
"8715",3630000,3,1,0,"convolutional","train"
"8716",3630000,4,1,0,"convolutional","train"
"8717",3630000,5,1,0,"convolutional","train"
"8718",3630000,6,0.990909090909091,0.0181818181818182,"convolutional","train"
"8719",3630000,7,1,0,"convolutional","train"
"8720",3630000,8,1,0,"convolutional","train"
"8721",3630000,9,1,0,"convolutional","train"
"8722",3630000,10,1,0,"convolutional","train"
"8723",3630000,11,1,0,"convolutional","train"
"8724",3630000,12,1,0,"convolutional","train"
"8725",3630000,13,1,0,"convolutional","train"
"8726",3630000,14,1,0,"convolutional","train"
"8727",3630000,15,1,0,"convolutional","train"
"8728",3630000,16,1,0,"convolutional","train"
"8729",3630000,17,1,0,"convolutional","train"
"8730",3630000,18,1,0,"convolutional","train"
"8731",3630000,19,1,0,"convolutional","train"
"8732",3630000,20,1,0,"convolutional","train"
"8733",3630000,21,1,0,"convolutional","train"
"8734",3630000,22,1,0,"convolutional","train"
"8735",3630000,23,1,0,"convolutional","train"
"8736",3630000,24,1,0,"convolutional","train"
"8737",3640000,1,1,0,"convolutional","train"
"8738",3640000,2,1,0,"convolutional","train"
"8739",3640000,3,1,0,"convolutional","train"
"8740",3640000,4,1,0,"convolutional","train"
"8741",3640000,5,1,0,"convolutional","train"
"8742",3640000,6,1,0,"convolutional","train"
"8743",3640000,7,1,0,"convolutional","train"
"8744",3640000,8,0.995192307692308,0.00961538461538462,"convolutional","train"
"8745",3640000,9,1,0,"convolutional","train"
"8746",3640000,10,1,0,"convolutional","train"
"8747",3640000,11,1,0,"convolutional","train"
"8748",3640000,12,1,0,"convolutional","train"
"8749",3640000,13,1,0,"convolutional","train"
"8750",3640000,14,1,0,"convolutional","train"
"8751",3640000,15,1,0,"convolutional","train"
"8752",3640000,16,1,0,"convolutional","train"
"8753",3640000,17,1,0,"convolutional","train"
"8754",3640000,18,1,0,"convolutional","train"
"8755",3640000,19,1,0,"convolutional","train"
"8756",3640000,20,1,0,"convolutional","train"
"8757",3640000,21,1,0,"convolutional","train"
"8758",3640000,22,1,0,"convolutional","train"
"8759",3640000,23,1,0,"convolutional","train"
"8760",3640000,24,1,0,"convolutional","train"
"8761",3650000,1,1,0,"convolutional","train"
"8762",3650000,2,1,0,"convolutional","train"
"8763",3650000,3,1,0,"convolutional","train"
"8764",3650000,4,1,0,"convolutional","train"
"8765",3650000,5,1,0,"convolutional","train"
"8766",3650000,6,1,0,"convolutional","train"
"8767",3650000,7,1,0,"convolutional","train"
"8768",3650000,8,0.995192307692308,0.00961538461538462,"convolutional","train"
"8769",3650000,9,1,0,"convolutional","train"
"8770",3650000,10,1,0,"convolutional","train"
"8771",3650000,11,1,0,"convolutional","train"
"8772",3650000,12,1,0,"convolutional","train"
"8773",3650000,13,1,0,"convolutional","train"
"8774",3650000,14,1,0,"convolutional","train"
"8775",3650000,15,1,0,"convolutional","train"
"8776",3650000,16,1,0,"convolutional","train"
"8777",3650000,17,1,0,"convolutional","train"
"8778",3650000,18,1,0,"convolutional","train"
"8779",3650000,19,1,0,"convolutional","train"
"8780",3650000,20,1,0,"convolutional","train"
"8781",3650000,21,1,0,"convolutional","train"
"8782",3650000,22,1,0,"convolutional","train"
"8783",3650000,23,1,0,"convolutional","train"
"8784",3650000,24,1,0,"convolutional","train"
"8785",3660000,1,1,0,"convolutional","train"
"8786",3660000,2,1,0,"convolutional","train"
"8787",3660000,3,1,0,"convolutional","train"
"8788",3660000,4,1,0,"convolutional","train"
"8789",3660000,5,1,0,"convolutional","train"
"8790",3660000,6,1,0,"convolutional","train"
"8791",3660000,7,1,0,"convolutional","train"
"8792",3660000,8,0.995192307692308,0.00961538461538462,"convolutional","train"
"8793",3660000,9,1,0,"convolutional","train"
"8794",3660000,10,1,0,"convolutional","train"
"8795",3660000,11,1,0,"convolutional","train"
"8796",3660000,12,1,0,"convolutional","train"
"8797",3660000,13,1,0,"convolutional","train"
"8798",3660000,14,1,0,"convolutional","train"
"8799",3660000,15,1,0,"convolutional","train"
"8800",3660000,16,1,0,"convolutional","train"
"8801",3660000,17,1,0,"convolutional","train"
"8802",3660000,18,1,0,"convolutional","train"
"8803",3660000,19,1,0,"convolutional","train"
"8804",3660000,20,1,0,"convolutional","train"
"8805",3660000,21,1,0,"convolutional","train"
"8806",3660000,22,1,0,"convolutional","train"
"8807",3660000,23,1,0,"convolutional","train"
"8808",3660000,24,1,0,"convolutional","train"
"8809",3670000,1,1,0,"convolutional","train"
"8810",3670000,2,1,0,"convolutional","train"
"8811",3670000,3,1,0,"convolutional","train"
"8812",3670000,4,1,0,"convolutional","train"
"8813",3670000,5,1,0,"convolutional","train"
"8814",3670000,6,1,0,"convolutional","train"
"8815",3670000,7,1,0,"convolutional","train"
"8816",3670000,8,0.995192307692308,0.00961538461538462,"convolutional","train"
"8817",3670000,9,1,0,"convolutional","train"
"8818",3670000,10,1,0,"convolutional","train"
"8819",3670000,11,1,0,"convolutional","train"
"8820",3670000,12,1,0,"convolutional","train"
"8821",3670000,13,1,0,"convolutional","train"
"8822",3670000,14,1,0,"convolutional","train"
"8823",3670000,15,1,0,"convolutional","train"
"8824",3670000,16,1,0,"convolutional","train"
"8825",3670000,17,1,0,"convolutional","train"
"8826",3670000,18,1,0,"convolutional","train"
"8827",3670000,19,1,0,"convolutional","train"
"8828",3670000,20,1,0,"convolutional","train"
"8829",3670000,21,1,0,"convolutional","train"
"8830",3670000,22,1,0,"convolutional","train"
"8831",3670000,23,1,0,"convolutional","train"
"8832",3670000,24,1,0,"convolutional","train"
"8833",3680000,1,1,0,"convolutional","train"
"8834",3680000,2,1,0,"convolutional","train"
"8835",3680000,3,1,0,"convolutional","train"
"8836",3680000,4,1,0,"convolutional","train"
"8837",3680000,5,1,0,"convolutional","train"
"8838",3680000,6,1,0,"convolutional","train"
"8839",3680000,7,1,0,"convolutional","train"
"8840",3680000,8,0.995192307692308,0.00961538461538462,"convolutional","train"
"8841",3680000,9,1,0,"convolutional","train"
"8842",3680000,10,1,0,"convolutional","train"
"8843",3680000,11,1,0,"convolutional","train"
"8844",3680000,12,1,0,"convolutional","train"
"8845",3680000,13,1,0,"convolutional","train"
"8846",3680000,14,1,0,"convolutional","train"
"8847",3680000,15,1,0,"convolutional","train"
"8848",3680000,16,1,0,"convolutional","train"
"8849",3680000,17,1,0,"convolutional","train"
"8850",3680000,18,1,0,"convolutional","train"
"8851",3680000,19,1,0,"convolutional","train"
"8852",3680000,20,1,0,"convolutional","train"
"8853",3680000,21,1,0,"convolutional","train"
"8854",3680000,22,1,0,"convolutional","train"
"8855",3680000,23,1,0,"convolutional","train"
"8856",3680000,24,1,0,"convolutional","train"
"8857",3690000,1,1,0,"convolutional","train"
"8858",3690000,2,1,0,"convolutional","train"
"8859",3690000,3,1,0,"convolutional","train"
"8860",3690000,4,1,0,"convolutional","train"
"8861",3690000,5,1,0,"convolutional","train"
"8862",3690000,6,0.990909090909091,0.0181818181818182,"convolutional","train"
"8863",3690000,7,1,0,"convolutional","train"
"8864",3690000,8,1,0,"convolutional","train"
"8865",3690000,9,1,0,"convolutional","train"
"8866",3690000,10,1,0,"convolutional","train"
"8867",3690000,11,1,0,"convolutional","train"
"8868",3690000,12,1,0,"convolutional","train"
"8869",3690000,13,1,0,"convolutional","train"
"8870",3690000,14,1,0,"convolutional","train"
"8871",3690000,15,1,0,"convolutional","train"
"8872",3690000,16,1,0,"convolutional","train"
"8873",3690000,17,1,0,"convolutional","train"
"8874",3690000,18,1,0,"convolutional","train"
"8875",3690000,19,1,0,"convolutional","train"
"8876",3690000,20,1,0,"convolutional","train"
"8877",3690000,21,1,0,"convolutional","train"
"8878",3690000,22,1,0,"convolutional","train"
"8879",3690000,23,1,0,"convolutional","train"
"8880",3690000,24,1,0,"convolutional","train"
"8881",3700000,1,1,0,"convolutional","train"
"8882",3700000,2,1,0,"convolutional","train"
"8883",3700000,3,1,0,"convolutional","train"
"8884",3700000,4,1,0,"convolutional","train"
"8885",3700000,5,1,0,"convolutional","train"
"8886",3700000,6,0.990909090909091,0.0181818181818182,"convolutional","train"
"8887",3700000,7,1,0,"convolutional","train"
"8888",3700000,8,1,0,"convolutional","train"
"8889",3700000,9,1,0,"convolutional","train"
"8890",3700000,10,1,0,"convolutional","train"
"8891",3700000,11,1,0,"convolutional","train"
"8892",3700000,12,1,0,"convolutional","train"
"8893",3700000,13,1,0,"convolutional","train"
"8894",3700000,14,1,0,"convolutional","train"
"8895",3700000,15,1,0,"convolutional","train"
"8896",3700000,16,1,0,"convolutional","train"
"8897",3700000,17,1,0,"convolutional","train"
"8898",3700000,18,1,0,"convolutional","train"
"8899",3700000,19,1,0,"convolutional","train"
"8900",3700000,20,1,0,"convolutional","train"
"8901",3700000,21,1,0,"convolutional","train"
"8902",3700000,22,1,0,"convolutional","train"
"8903",3700000,23,1,0,"convolutional","train"
"8904",3700000,24,1,0,"convolutional","train"
"8905",3710000,1,1,0,"convolutional","train"
"8906",3710000,2,1,0,"convolutional","train"
"8907",3710000,3,1,0,"convolutional","train"
"8908",3710000,4,1,0,"convolutional","train"
"8909",3710000,5,1,0,"convolutional","train"
"8910",3710000,6,0.990909090909091,0.0181818181818182,"convolutional","train"
"8911",3710000,7,1,0,"convolutional","train"
"8912",3710000,8,1,0,"convolutional","train"
"8913",3710000,9,1,0,"convolutional","train"
"8914",3710000,10,1,0,"convolutional","train"
"8915",3710000,11,1,0,"convolutional","train"
"8916",3710000,12,1,0,"convolutional","train"
"8917",3710000,13,1,0,"convolutional","train"
"8918",3710000,14,1,0,"convolutional","train"
"8919",3710000,15,1,0,"convolutional","train"
"8920",3710000,16,1,0,"convolutional","train"
"8921",3710000,17,1,0,"convolutional","train"
"8922",3710000,18,1,0,"convolutional","train"
"8923",3710000,19,1,0,"convolutional","train"
"8924",3710000,20,1,0,"convolutional","train"
"8925",3710000,21,1,0,"convolutional","train"
"8926",3710000,22,1,0,"convolutional","train"
"8927",3710000,23,1,0,"convolutional","train"
"8928",3710000,24,1,0,"convolutional","train"
"8929",3720000,1,1,0,"convolutional","train"
"8930",3720000,2,1,0,"convolutional","train"
"8931",3720000,3,1,0,"convolutional","train"
"8932",3720000,4,1,0,"convolutional","train"
"8933",3720000,5,1,0,"convolutional","train"
"8934",3720000,6,0.990909090909091,0.0181818181818182,"convolutional","train"
"8935",3720000,7,1,0,"convolutional","train"
"8936",3720000,8,1,0,"convolutional","train"
"8937",3720000,9,1,0,"convolutional","train"
"8938",3720000,10,1,0,"convolutional","train"
"8939",3720000,11,1,0,"convolutional","train"
"8940",3720000,12,1,0,"convolutional","train"
"8941",3720000,13,1,0,"convolutional","train"
"8942",3720000,14,1,0,"convolutional","train"
"8943",3720000,15,1,0,"convolutional","train"
"8944",3720000,16,1,0,"convolutional","train"
"8945",3720000,17,1,0,"convolutional","train"
"8946",3720000,18,1,0,"convolutional","train"
"8947",3720000,19,1,0,"convolutional","train"
"8948",3720000,20,1,0,"convolutional","train"
"8949",3720000,21,1,0,"convolutional","train"
"8950",3720000,22,1,0,"convolutional","train"
"8951",3720000,23,1,0,"convolutional","train"
"8952",3720000,24,1,0,"convolutional","train"
"8953",3730000,1,1,0,"convolutional","train"
"8954",3730000,2,1,0,"convolutional","train"
"8955",3730000,3,1,0,"convolutional","train"
"8956",3730000,4,1,0,"convolutional","train"
"8957",3730000,5,1,0,"convolutional","train"
"8958",3730000,6,1,0,"convolutional","train"
"8959",3730000,7,1,0,"convolutional","train"
"8960",3730000,8,0.995192307692308,0.00961538461538462,"convolutional","train"
"8961",3730000,9,1,0,"convolutional","train"
"8962",3730000,10,1,0,"convolutional","train"
"8963",3730000,11,1,0,"convolutional","train"
"8964",3730000,12,1,0,"convolutional","train"
"8965",3730000,13,1,0,"convolutional","train"
"8966",3730000,14,1,0,"convolutional","train"
"8967",3730000,15,1,0,"convolutional","train"
"8968",3730000,16,1,0,"convolutional","train"
"8969",3730000,17,1,0,"convolutional","train"
"8970",3730000,18,1,0,"convolutional","train"
"8971",3730000,19,1,0,"convolutional","train"
"8972",3730000,20,1,0,"convolutional","train"
"8973",3730000,21,1,0,"convolutional","train"
"8974",3730000,22,1,0,"convolutional","train"
"8975",3730000,23,1,0,"convolutional","train"
"8976",3730000,24,1,0,"convolutional","train"
"8977",3740000,1,1,0,"convolutional","train"
"8978",3740000,2,1,0,"convolutional","train"
"8979",3740000,3,1,0,"convolutional","train"
"8980",3740000,4,1,0,"convolutional","train"
"8981",3740000,5,1,0,"convolutional","train"
"8982",3740000,6,1,0,"convolutional","train"
"8983",3740000,7,1,0,"convolutional","train"
"8984",3740000,8,0.995192307692308,0.00961538461538462,"convolutional","train"
"8985",3740000,9,1,0,"convolutional","train"
"8986",3740000,10,1,0,"convolutional","train"
"8987",3740000,11,1,0,"convolutional","train"
"8988",3740000,12,1,0,"convolutional","train"
"8989",3740000,13,1,0,"convolutional","train"
"8990",3740000,14,1,0,"convolutional","train"
"8991",3740000,15,1,0,"convolutional","train"
"8992",3740000,16,1,0,"convolutional","train"
"8993",3740000,17,1,0,"convolutional","train"
"8994",3740000,18,1,0,"convolutional","train"
"8995",3740000,19,1,0,"convolutional","train"
"8996",3740000,20,1,0,"convolutional","train"
"8997",3740000,21,1,0,"convolutional","train"
"8998",3740000,22,1,0,"convolutional","train"
"8999",3740000,23,1,0,"convolutional","train"
"9000",3740000,24,1,0,"convolutional","train"
"9001",3750000,1,1,0,"convolutional","train"
"9002",3750000,2,1,0,"convolutional","train"
"9003",3750000,3,1,0,"convolutional","train"
"9004",3750000,4,1,0,"convolutional","train"
"9005",3750000,5,1,0,"convolutional","train"
"9006",3750000,6,1,0,"convolutional","train"
"9007",3750000,7,1,0,"convolutional","train"
"9008",3750000,8,0.995192307692308,0.00961538461538462,"convolutional","train"
"9009",3750000,9,1,0,"convolutional","train"
"9010",3750000,10,1,0,"convolutional","train"
"9011",3750000,11,1,0,"convolutional","train"
"9012",3750000,12,1,0,"convolutional","train"
"9013",3750000,13,1,0,"convolutional","train"
"9014",3750000,14,1,0,"convolutional","train"
"9015",3750000,15,1,0,"convolutional","train"
"9016",3750000,16,1,0,"convolutional","train"
"9017",3750000,17,1,0,"convolutional","train"
"9018",3750000,18,1,0,"convolutional","train"
"9019",3750000,19,1,0,"convolutional","train"
"9020",3750000,20,1,0,"convolutional","train"
"9021",3750000,21,1,0,"convolutional","train"
"9022",3750000,22,1,0,"convolutional","train"
"9023",3750000,23,1,0,"convolutional","train"
"9024",3750000,24,1,0,"convolutional","train"
"9025",3760000,1,1,0,"convolutional","train"
"9026",3760000,2,1,0,"convolutional","train"
"9027",3760000,3,1,0,"convolutional","train"
"9028",3760000,4,1,0,"convolutional","train"
"9029",3760000,5,1,0,"convolutional","train"
"9030",3760000,6,0.990909090909091,0.0181818181818182,"convolutional","train"
"9031",3760000,7,1,0,"convolutional","train"
"9032",3760000,8,1,0,"convolutional","train"
"9033",3760000,9,1,0,"convolutional","train"
"9034",3760000,10,1,0,"convolutional","train"
"9035",3760000,11,1,0,"convolutional","train"
"9036",3760000,12,1,0,"convolutional","train"
"9037",3760000,13,1,0,"convolutional","train"
"9038",3760000,14,1,0,"convolutional","train"
"9039",3760000,15,1,0,"convolutional","train"
"9040",3760000,16,1,0,"convolutional","train"
"9041",3760000,17,1,0,"convolutional","train"
"9042",3760000,18,1,0,"convolutional","train"
"9043",3760000,19,1,0,"convolutional","train"
"9044",3760000,20,1,0,"convolutional","train"
"9045",3760000,21,1,0,"convolutional","train"
"9046",3760000,22,1,0,"convolutional","train"
"9047",3760000,23,1,0,"convolutional","train"
"9048",3760000,24,1,0,"convolutional","train"
"9049",3770000,1,1,0,"convolutional","train"
"9050",3770000,2,1,0,"convolutional","train"
"9051",3770000,3,1,0,"convolutional","train"
"9052",3770000,4,1,0,"convolutional","train"
"9053",3770000,5,1,0,"convolutional","train"
"9054",3770000,6,0.990909090909091,0.0181818181818182,"convolutional","train"
"9055",3770000,7,1,0,"convolutional","train"
"9056",3770000,8,1,0,"convolutional","train"
"9057",3770000,9,1,0,"convolutional","train"
"9058",3770000,10,1,0,"convolutional","train"
"9059",3770000,11,1,0,"convolutional","train"
"9060",3770000,12,1,0,"convolutional","train"
"9061",3770000,13,1,0,"convolutional","train"
"9062",3770000,14,1,0,"convolutional","train"
"9063",3770000,15,1,0,"convolutional","train"
"9064",3770000,16,1,0,"convolutional","train"
"9065",3770000,17,1,0,"convolutional","train"
"9066",3770000,18,1,0,"convolutional","train"
"9067",3770000,19,1,0,"convolutional","train"
"9068",3770000,20,1,0,"convolutional","train"
"9069",3770000,21,1,0,"convolutional","train"
"9070",3770000,22,1,0,"convolutional","train"
"9071",3770000,23,1,0,"convolutional","train"
"9072",3770000,24,1,0,"convolutional","train"
"9073",3780000,1,1,0,"convolutional","train"
"9074",3780000,2,1,0,"convolutional","train"
"9075",3780000,3,1,0,"convolutional","train"
"9076",3780000,4,1,0,"convolutional","train"
"9077",3780000,5,1,0,"convolutional","train"
"9078",3780000,6,0.990909090909091,0.0181818181818182,"convolutional","train"
"9079",3780000,7,1,0,"convolutional","train"
"9080",3780000,8,1,0,"convolutional","train"
"9081",3780000,9,1,0,"convolutional","train"
"9082",3780000,10,1,0,"convolutional","train"
"9083",3780000,11,1,0,"convolutional","train"
"9084",3780000,12,1,0,"convolutional","train"
"9085",3780000,13,1,0,"convolutional","train"
"9086",3780000,14,1,0,"convolutional","train"
"9087",3780000,15,1,0,"convolutional","train"
"9088",3780000,16,1,0,"convolutional","train"
"9089",3780000,17,1,0,"convolutional","train"
"9090",3780000,18,1,0,"convolutional","train"
"9091",3780000,19,1,0,"convolutional","train"
"9092",3780000,20,1,0,"convolutional","train"
"9093",3780000,21,1,0,"convolutional","train"
"9094",3780000,22,1,0,"convolutional","train"
"9095",3780000,23,1,0,"convolutional","train"
"9096",3780000,24,1,0,"convolutional","train"
"9097",3790000,1,1,0,"convolutional","train"
"9098",3790000,2,1,0,"convolutional","train"
"9099",3790000,3,1,0,"convolutional","train"
"9100",3790000,4,1,0,"convolutional","train"
"9101",3790000,5,1,0,"convolutional","train"
"9102",3790000,6,1,0,"convolutional","train"
"9103",3790000,7,1,0,"convolutional","train"
"9104",3790000,8,0.995192307692308,0.00961538461538462,"convolutional","train"
"9105",3790000,9,1,0,"convolutional","train"
"9106",3790000,10,1,0,"convolutional","train"
"9107",3790000,11,1,0,"convolutional","train"
"9108",3790000,12,1,0,"convolutional","train"
"9109",3790000,13,1,0,"convolutional","train"
"9110",3790000,14,1,0,"convolutional","train"
"9111",3790000,15,1,0,"convolutional","train"
"9112",3790000,16,1,0,"convolutional","train"
"9113",3790000,17,1,0,"convolutional","train"
"9114",3790000,18,1,0,"convolutional","train"
"9115",3790000,19,1,0,"convolutional","train"
"9116",3790000,20,1,0,"convolutional","train"
"9117",3790000,21,1,0,"convolutional","train"
"9118",3790000,22,1,0,"convolutional","train"
"9119",3790000,23,1,0,"convolutional","train"
"9120",3790000,24,1,0,"convolutional","train"
"9121",3800000,1,1,0,"convolutional","train"
"9122",3800000,2,1,0,"convolutional","train"
"9123",3800000,3,1,0,"convolutional","train"
"9124",3800000,4,1,0,"convolutional","train"
"9125",3800000,5,1,0,"convolutional","train"
"9126",3800000,6,1,0,"convolutional","train"
"9127",3800000,7,1,0,"convolutional","train"
"9128",3800000,8,0.995192307692308,0.00961538461538462,"convolutional","train"
"9129",3800000,9,1,0,"convolutional","train"
"9130",3800000,10,1,0,"convolutional","train"
"9131",3800000,11,1,0,"convolutional","train"
"9132",3800000,12,1,0,"convolutional","train"
"9133",3800000,13,1,0,"convolutional","train"
"9134",3800000,14,1,0,"convolutional","train"
"9135",3800000,15,1,0,"convolutional","train"
"9136",3800000,16,1,0,"convolutional","train"
"9137",3800000,17,1,0,"convolutional","train"
"9138",3800000,18,1,0,"convolutional","train"
"9139",3800000,19,1,0,"convolutional","train"
"9140",3800000,20,1,0,"convolutional","train"
"9141",3800000,21,1,0,"convolutional","train"
"9142",3800000,22,1,0,"convolutional","train"
"9143",3800000,23,1,0,"convolutional","train"
"9144",3800000,24,1,0,"convolutional","train"
"9145",3810000,1,1,0,"convolutional","train"
"9146",3810000,2,1,0,"convolutional","train"
"9147",3810000,3,1,0,"convolutional","train"
"9148",3810000,4,1,0,"convolutional","train"
"9149",3810000,5,1,0,"convolutional","train"
"9150",3810000,6,1,0,"convolutional","train"
"9151",3810000,7,1,0,"convolutional","train"
"9152",3810000,8,0.995192307692308,0.00961538461538462,"convolutional","train"
"9153",3810000,9,1,0,"convolutional","train"
"9154",3810000,10,1,0,"convolutional","train"
"9155",3810000,11,1,0,"convolutional","train"
"9156",3810000,12,1,0,"convolutional","train"
"9157",3810000,13,1,0,"convolutional","train"
"9158",3810000,14,1,0,"convolutional","train"
"9159",3810000,15,1,0,"convolutional","train"
"9160",3810000,16,1,0,"convolutional","train"
"9161",3810000,17,1,0,"convolutional","train"
"9162",3810000,18,1,0,"convolutional","train"
"9163",3810000,19,1,0,"convolutional","train"
"9164",3810000,20,1,0,"convolutional","train"
"9165",3810000,21,1,0,"convolutional","train"
"9166",3810000,22,1,0,"convolutional","train"
"9167",3810000,23,1,0,"convolutional","train"
"9168",3810000,24,1,0,"convolutional","train"
"9169",3820000,1,1,0,"convolutional","train"
"9170",3820000,2,1,0,"convolutional","train"
"9171",3820000,3,1,0,"convolutional","train"
"9172",3820000,4,1,0,"convolutional","train"
"9173",3820000,5,1,0,"convolutional","train"
"9174",3820000,6,1,0,"convolutional","train"
"9175",3820000,7,1,0,"convolutional","train"
"9176",3820000,8,0.995192307692308,0.00961538461538462,"convolutional","train"
"9177",3820000,9,1,0,"convolutional","train"
"9178",3820000,10,1,0,"convolutional","train"
"9179",3820000,11,1,0,"convolutional","train"
"9180",3820000,12,1,0,"convolutional","train"
"9181",3820000,13,1,0,"convolutional","train"
"9182",3820000,14,1,0,"convolutional","train"
"9183",3820000,15,1,0,"convolutional","train"
"9184",3820000,16,1,0,"convolutional","train"
"9185",3820000,17,1,0,"convolutional","train"
"9186",3820000,18,1,0,"convolutional","train"
"9187",3820000,19,1,0,"convolutional","train"
"9188",3820000,20,1,0,"convolutional","train"
"9189",3820000,21,1,0,"convolutional","train"
"9190",3820000,22,1,0,"convolutional","train"
"9191",3820000,23,1,0,"convolutional","train"
"9192",3820000,24,1,0,"convolutional","train"
"9193",3830000,1,1,0,"convolutional","train"
"9194",3830000,2,1,0,"convolutional","train"
"9195",3830000,3,1,0,"convolutional","train"
"9196",3830000,4,1,0,"convolutional","train"
"9197",3830000,5,1,0,"convolutional","train"
"9198",3830000,6,1,0,"convolutional","train"
"9199",3830000,7,1,0,"convolutional","train"
"9200",3830000,8,0.995192307692308,0.00961538461538462,"convolutional","train"
"9201",3830000,9,1,0,"convolutional","train"
"9202",3830000,10,1,0,"convolutional","train"
"9203",3830000,11,1,0,"convolutional","train"
"9204",3830000,12,1,0,"convolutional","train"
"9205",3830000,13,1,0,"convolutional","train"
"9206",3830000,14,1,0,"convolutional","train"
"9207",3830000,15,1,0,"convolutional","train"
"9208",3830000,16,1,0,"convolutional","train"
"9209",3830000,17,1,0,"convolutional","train"
"9210",3830000,18,1,0,"convolutional","train"
"9211",3830000,19,1,0,"convolutional","train"
"9212",3830000,20,1,0,"convolutional","train"
"9213",3830000,21,1,0,"convolutional","train"
"9214",3830000,22,1,0,"convolutional","train"
"9215",3830000,23,1,0,"convolutional","train"
"9216",3830000,24,1,0,"convolutional","train"
"9217",3840000,1,1,0,"convolutional","train"
"9218",3840000,2,1,0,"convolutional","train"
"9219",3840000,3,1,0,"convolutional","train"
"9220",3840000,4,1,0,"convolutional","train"
"9221",3840000,5,1,0,"convolutional","train"
"9222",3840000,6,1,0,"convolutional","train"
"9223",3840000,7,1,0,"convolutional","train"
"9224",3840000,8,0.995192307692308,0.00961538461538462,"convolutional","train"
"9225",3840000,9,1,0,"convolutional","train"
"9226",3840000,10,1,0,"convolutional","train"
"9227",3840000,11,1,0,"convolutional","train"
"9228",3840000,12,1,0,"convolutional","train"
"9229",3840000,13,1,0,"convolutional","train"
"9230",3840000,14,1,0,"convolutional","train"
"9231",3840000,15,1,0,"convolutional","train"
"9232",3840000,16,1,0,"convolutional","train"
"9233",3840000,17,1,0,"convolutional","train"
"9234",3840000,18,1,0,"convolutional","train"
"9235",3840000,19,1,0,"convolutional","train"
"9236",3840000,20,1,0,"convolutional","train"
"9237",3840000,21,1,0,"convolutional","train"
"9238",3840000,22,1,0,"convolutional","train"
"9239",3840000,23,1,0,"convolutional","train"
"9240",3840000,24,1,0,"convolutional","train"
"9241",3850000,1,1,0,"convolutional","train"
"9242",3850000,2,1,0,"convolutional","train"
"9243",3850000,3,1,0,"convolutional","train"
"9244",3850000,4,1,0,"convolutional","train"
"9245",3850000,5,1,0,"convolutional","train"
"9246",3850000,6,1,0,"convolutional","train"
"9247",3850000,7,1,0,"convolutional","train"
"9248",3850000,8,0.995192307692308,0.00961538461538462,"convolutional","train"
"9249",3850000,9,1,0,"convolutional","train"
"9250",3850000,10,1,0,"convolutional","train"
"9251",3850000,11,1,0,"convolutional","train"
"9252",3850000,12,1,0,"convolutional","train"
"9253",3850000,13,1,0,"convolutional","train"
"9254",3850000,14,1,0,"convolutional","train"
"9255",3850000,15,1,0,"convolutional","train"
"9256",3850000,16,1,0,"convolutional","train"
"9257",3850000,17,1,0,"convolutional","train"
"9258",3850000,18,1,0,"convolutional","train"
"9259",3850000,19,1,0,"convolutional","train"
"9260",3850000,20,1,0,"convolutional","train"
"9261",3850000,21,1,0,"convolutional","train"
"9262",3850000,22,1,0,"convolutional","train"
"9263",3850000,23,1,0,"convolutional","train"
"9264",3850000,24,1,0,"convolutional","train"
"9265",3860000,1,1,0,"convolutional","train"
"9266",3860000,2,1,0,"convolutional","train"
"9267",3860000,3,1,0,"convolutional","train"
"9268",3860000,4,1,0,"convolutional","train"
"9269",3860000,5,1,0,"convolutional","train"
"9270",3860000,6,1,0,"convolutional","train"
"9271",3860000,7,1,0,"convolutional","train"
"9272",3860000,8,0.995192307692308,0.00961538461538462,"convolutional","train"
"9273",3860000,9,1,0,"convolutional","train"
"9274",3860000,10,1,0,"convolutional","train"
"9275",3860000,11,1,0,"convolutional","train"
"9276",3860000,12,1,0,"convolutional","train"
"9277",3860000,13,1,0,"convolutional","train"
"9278",3860000,14,1,0,"convolutional","train"
"9279",3860000,15,1,0,"convolutional","train"
"9280",3860000,16,1,0,"convolutional","train"
"9281",3860000,17,1,0,"convolutional","train"
"9282",3860000,18,1,0,"convolutional","train"
"9283",3860000,19,1,0,"convolutional","train"
"9284",3860000,20,1,0,"convolutional","train"
"9285",3860000,21,1,0,"convolutional","train"
"9286",3860000,22,1,0,"convolutional","train"
"9287",3860000,23,1,0,"convolutional","train"
"9288",3860000,24,1,0,"convolutional","train"
"9289",3870000,1,1,0,"convolutional","train"
"9290",3870000,2,1,0,"convolutional","train"
"9291",3870000,3,1,0,"convolutional","train"
"9292",3870000,4,1,0,"convolutional","train"
"9293",3870000,5,1,0,"convolutional","train"
"9294",3870000,6,1,0,"convolutional","train"
"9295",3870000,7,1,0,"convolutional","train"
